condition,label,file,p_real,p_fake
original,fake,fake_025.wav,0.051888,0.948112
original,fake,fake_026.wav,0.100274,0.899726
original,fake,fake_027.wav,0.060576,0.939424
original,fake,fake_028.wav,0.041194,0.958806
original,fake,fake_029.wav,0.119634,0.880366
original,fake,fake_030.wav,0.02278,0.97722
original,fake,fake_031.wav,0.058388,0.941612
original,fake,fake_032.wav,0.029699,0.970301
original,fake,fake_033.wav,0.150349,0.849651
original,fake,fake_034.wav,0.032418,0.967582
original,fake,fake_035.wav,0.06814,0.93186
original,fake,fake_036.wav,0.027942,0.972058
original,fake,fake_037.wav,0.061422,0.938578
original,fake,fake_038.wav,0.048084,0.951916
original,fake,fake_039.wav,0.032351,0.967649
original,fake,fake_040.wav,0.018816,0.981184
original,fake,fake_041.wav,0.084773,0.915227
original,fake,fake_042.wav,0.050837,0.949163
original,fake,fake_043.wav,0.097625,0.902375
original,fake,fake_044.wav,0.049869,0.950131
original,fake,fake_045.wav,0.079303,0.920697
original,fake,fake_046.wav,0.092585,0.907415
original,fake,fake_047.wav,0.054696,0.945304
original,fake,fake_048.wav,0.051514,0.948486
original,fake,fake_049.wav,0.033215,0.966785
opus_24k,real,real_000.wav,0.665754,0.334246
opus_24k,real,real_001.wav,0.944582,0.055418
opus_24k,real,real_002.wav,0.795837,0.204163
opus_24k,real,real_003.wav,0.91016,0.08984
opus_24k,real,real_004.wav,0.953439,0.046561
opus_24k,real,real_005.wav,0.905657,0.094343
opus_24k,real,real_006.wav,0.891122,0.108878
opus_24k,real,real_007.wav,0.958876,0.041124
opus_24k,real,real_008.wav,0.961521,0.038479
opus_24k,real,real_009.wav,0.958629,0.041371
opus_24k,real,real_010.wav,0.961735,0.038265
opus_24k,real,real_011.wav,0.787509,0.212491
opus_24k,real,real_012.wav,0.985117,0.014883
opus_24k,real,real_013.wav,0.85812,0.14188
opus_24k,real,real_014.wav,0.934365,0.065635
opus_24k,real,real_015.wav,0.900423,0.099577
opus_24k,real,real_016.wav,0.865322,0.134678
opus_24k,real,real_017.wav,0.986969,0.013031
opus_24k,real,real_018.wav,0.948193,0.051807
opus_24k,real,real_019.wav,0.895951,0.104049
opus_24k,real,real_020.wav,0.979618,0.020382
opus_24k,real,real_021.wav,0.926104,0.073896
opus_24k,real,real_022.wav,0.736262,0.263738
opus_24k,real,real_023.wav,0.852841,0.147159
opus_24k,real,real_024.wav,0.96517,0.03483
opus_24k,real,real_025.wav,0.96456,0.03544
opus_24k,real,real_026.wav,0.9743,0.0257
opus_24k,real,real_027.wav,0.584883,0.415117
opus_24k,real,real_028.wav,0.937633,0.062367
opus_24k,real,real_029.wav,0.792747,0.207253
opus_24k,real,real_030.wav,0.970174,0.029826
opus_24k,real,real_031.wav,0.933007,0.066993
opus_24k,real,real_032.wav,0.899352,0.100648
opus_24k,real,real_033.wav,0.979658,0.020342
opus_24k,real,real_034.wav,0.975726,0.024274
opus_24k,real,real_035.wav,0.969218,0.030782
opus_24k,real,real_036.wav,0.899198,0.100802
opus_24k,real,real_037.wav,0.9294,0.0706
opus_24k,real,real_038.wav,0.94074,0.05926
opus_24k,real,real_039.wav,0.923688,0.076312
opus_24k,real,real_040.wav,0.95368,0.04632
opus_24k,real,real_041.wav,0.855725,0.144275
opus_24k,real,real_042.wav,0.907597,0.092403
opus_24k,real,real_043.wav,0.84894,0.15106
opus_24k,real,real_044.wav,0.8708,0.1292
opus_24k,real,real_045.wav,0.956659,0.043341
opus_24k,real,real_046.wav,0.960952,0.039048
opus_24k,real,real_047.wav,0.907202,0.092798
opus_24k,real,real_048.wav,0.992006,0.007994
opus_24k,real,real_049.wav,0.908814,0.091186
opus_24k,fake,fake_000.wav,0.051422,0.948578
opus_24k,fake,fake_001.wav,0.038064,0.961936
opus_24k,fake,fake_002.wav,0.048378,0.951622
opus_24k,fake,fake_003.wav,0.022552,0.977448
opus_24k,fake,fake_004.wav,0.152786,0.847214
opus_24k,fake,fake_005.wav,0.034803,0.965197
opus_24k,fake,fake_006.wav,0.029119,0.970881
opus_24k,fake,fake_007.wav,0.034414,0.965586
opus_24k,fake,fake_008.wav,0.021307,0.978693
opus_24k,fake,fake_009.wav,0.031936,0.968064
opus_24k,fake,fake_010.wav,0.073022,0.926978
opus_24k,fake,fake_011.wav,0.102887,0.897113
opus_24k,fake,fake_012.wav,0.351598,0.648402
opus_24k,fake,fake_013.wav,0.024076,0.975924
opus_24k,fake,fake_014.wav,0.020108,0.979892
opus_24k,fake,fake_015.wav,0.073787,0.926213
opus_24k,fake,fake_016.wav,0.07463,0.92537
opus_24k,fake,fake_017.wav,0.067093,0.932907
opus_24k,fake,fake_018.wav,0.015992,0.984008
opus_24k,fake,fake_019.wav,0.024139,0.975861
opus_24k,fake,fake_020.wav,0.134806,0.865194
opus_24k,fake,fake_021.wav,0.200489,0.799511
opus_24k,fake,fake_022.wav,0.046171,0.953829
opus_24k,fake,fake_023.wav,0.091203,0.908797
opus_24k,fake,fake_024.wav,0.163526,0.836474
opus_24k,fake,fake_025.wav,0.042423,0.957577
opus_24k,fake,fake_026.wav,0.04639,0.95361
opus_24k,fake,fake_027.wav,0.049321,0.950679
opus_24k,fake,fake_028.wav,0.037068,0.962932
opus_24k,fake,fake_029.wav,0.082345,0.917655
opus_24k,fake,fake_030.wav,0.018889,0.981111
opus_24k,fake,fake_031.wav,0.069691,0.930309
opus_24k,fake,fake_032.wav,0.029547,0.970453
opus_24k,fake,fake_033.wav,0.08222,0.91778
opus_24k,fake,fake_034.wav,0.022457,0.977543
opus_24k,fake,fake_035.wav,0.053015,0.946985
opus_24k,fake,fake_036.wav,0.019107,0.980893
opus_24k,fake,fake_037.wav,0.042913,0.957087
opus_24k,fake,fake_038.wav,0.035856,0.964144
opus_24k,fake,fake_039.wav,0.033196,0.966804
opus_24k,fake,fake_040.wav,0.018771,0.981229
opus_24k,fake,fake_041.wav,0.070871,0.929129
opus_24k,fake,fake_042.wav,0.03544,0.96456
opus_24k,fake,fake_043.wav,0.088884,0.911116
opus_24k,fake,fake_044.wav,0.042635,0.957365
opus_24k,fake,fake_045.wav,0.052799,0.947201
opus_24k,fake,fake_046.wav,0.079972,0.920028
opus_24k,fake,fake_047.wav,0.040413,0.959587
opus_24k,fake,fake_048.wav,0.031499,0.968501
opus_24k,fake,fake_049.wav,0.031127,0.968873
opus_12k,real,real_000.wav,0.434103,0.565897
opus_12k,real,real_001.wav,0.339758,0.660242
opus_12k,real,real_002.wav,0.511103,0.488897
opus_12k,real,real_003.wav,0.51609,0.48391
opus_12k,real,real_004.wav,0.679762,0.320238
opus_12k,real,real_005.wav,0.469154,0.530846
opus_12k,real,real_006.wav,0.484224,0.515776
opus_12k,real,real_007.wav,0.222583,0.777417
opus_12k,real,real_008.wav,0.516305,0.483695
opus_12k,real,real_009.wav,0.671286,0.328714
opus_12k,real,real_010.wav,0.712103,0.287897
opus_12k,real,real_011.wav,0.286788,0.713212
opus_12k,real,real_012.wav,0.630936,0.369064
opus_12k,real,real_013.wav,0.347284,0.652716
opus_12k,real,real_014.wav,0.511699,0.488301
opus_12k,real,real_015.wav,0.473667,0.526333
opus_12k,real,real_016.wav,0.374762,0.625238
opus_12k,real,real_017.wav,0.833745,0.166255
opus_12k,real,real_018.wav,0.570363,0.429637
opus_12k,real,real_019.wav,0.428693,0.571307
opus_12k,real,real_020.wav,0.772013,0.227987
opus_12k,real,real_021.wav,0.481331,0.518669
opus_12k,real,real_022.wav,0.452533,0.547467
opus_12k,real,real_023.wav,0.480971,0.519029
opus_12k,real,real_024.wav,0.86272,0.13728
opus_12k,real,real_025.wav,0.518613,0.481387
opus_12k,real,real_026.wav,0.731553,0.268447
opus_12k,real,real_027.wav,0.468581,0.531419
opus_12k,real,real_028.wav,0.735291,0.264709
opus_12k,real,real_029.wav,0.543465,0.456535
opus_12k,real,real_030.wav,0.640537,0.359463
opus_12k,real,real_031.wav,0.566292,0.433708
opus_12k,real,real_032.wav,0.540667,0.459333
opus_12k,real,real_033.wav,0.68841,0.31159
opus_12k,real,real_034.wav,0.73343,0.26657
opus_12k,real,real_035.wav,0.717049,0.282951
opus_12k,real,real_036.wav,0.649003,0.350997
opus_12k,real,real_037.wav,0.606911,0.393089
opus_12k,real,real_038.wav,0.480244,0.519756
opus_12k,real,real_039.wav,0.304016,0.695984
opus_12k,real,real_040.wav,0.570731,0.429269
opus_12k,real,real_041.wav,0.505985,0.494015
opus_12k,real,real_042.wav,0.614825,0.385175
opus_12k,real,real_043.wav,0.446714,0.553286
opus_12k,real,real_044.wav,0.563383,0.436617
opus_12k,real,real_045.wav,0.6978,0.3022
opus_12k,real,real_046.wav,0.527613,0.472387
opus_12k,real,real_047.wav,0.547022,0.452978
opus_12k,real,real_048.wav,0.928191,0.071809
opus_12k,real,real_049.wav,0.46326,0.53674
opus_12k,fake,fake_000.wav,0.041838,0.958162
opus_12k,fake,fake_001.wav,0.030284,0.969716
opus_12k,fake,fake_002.wav,0.03044,0.96956
opus_12k,fake,fake_003.wav,0.023075,0.976925
opus_12k,fake,fake_004.wav,0.048853,0.951147
opus_12k,fake,fake_005.wav,0.024226,0.975774
opus_12k,fake,fake_006.wav,0.030304,0.969696
opus_12k,fake,fake_007.wav,0.030802,0.969198
opus_12k,fake,fake_008.wav,0.017376,0.982624
opus_12k,fake,fake_009.wav,0.019668,0.980332
opus_12k,fake,fake_010.wav,0.044596,0.955404
opus_12k,fake,fake_011.wav,0.04676,0.95324
opus_12k,fake,fake_012.wav,0.14781,0.85219
opus_12k,fake,fake_013.wav,0.034692,0.965308
opus_12k,fake,fake_014.wav,0.020268,0.979732
opus_12k,fake,fake_015.wav,0.082338,0.917662
opus_12k,fake,fake_016.wav,0.085794,0.914206
opus_12k,fake,fake_017.wav,0.068326,0.931674
opus_12k,fake,fake_018.wav,0.017219,0.982781
opus_12k,fake,fake_019.wav,0.020048,0.979952
opus_12k,fake,fake_020.wav,0.034505,0.965495
opus_12k,fake,fake_021.wav,0.044082,0.955918
opus_12k,fake,fake_022.wav,0.034601,0.965399
opus_12k,fake,fake_023.wav,0.039873,0.960127
opus_12k,fake,fake_024.wav,0.069506,0.930494
opus_12k,fake,fake_025.wav,0.034623,0.965377
opus_12k,fake,fake_026.wav,0.027107,0.972893
opus_12k,fake,fake_027.wav,0.034829,0.965171
opus_12k,fake,fake_028.wav,0.021743,0.978257
opus_12k,fake,fake_029.wav,0.045091,0.954909
opus_12k,fake,fake_030.wav,0.015602,0.984398
opus_12k,fake,fake_031.wav,0.027698,0.972302
opus_12k,fake,fake_032.wav,0.025997,0.974003
opus_12k,fake,fake_033.wav,0.015752,0.984248
opus_12k,fake,fake_034.wav,0.019868,0.980132
opus_12k,fake,fake_035.wav,0.031848,0.968152
opus_12k,fake,fake_036.wav,0.016666,0.983334
opus_12k,fake,fake_037.wav,0.034603,0.965397
opus_12k,fake,fake_038.wav,0.02459,0.97541
opus_12k,fake,fake_039.wav,0.021276,0.978724
opus_12k,fake,fake_040.wav,0.022285,0.977715
opus_12k,fake,fake_041.wav,0.042719,0.957281
opus_12k,fake,fake_042.wav,0.025431,0.974569
opus_12k,fake,fake_043.wav,0.044131,0.955869
opus_12k,fake,fake_044.wav,0.033608,0.966392
opus_12k,fake,fake_045.wav,0.039532,0.960468
opus_12k,fake,fake_046.wav,0.036066,0.963934
opus_12k,fake,fake_047.wav,0.023875,0.976125
opus_12k,fake,fake_048.wav,0.020607,0.979393
opus_12k,fake,fake_049.wav,0.02145,0.97855
gain_minus12,real,real_000.wav,0.886988,0.113012
gain_minus12,real,real_001.wav,0.954781,0.045219
gain_minus12,real,real_002.wav,0.921493,0.078507
gain_minus12,real,real_003.wav,0.959401,0.040599
gain_minus12,real,real_004.wav,0.979593,0.020407
gain_minus12,real,real_005.wav,0.943759,0.056241
gain_minus12,real,real_006.wav,0.936521,0.063479
gain_minus12,real,real_007.wav,0.985422,0.014578
gain_minus12,real,real_008.wav,0.988749,0.011251
gain_minus12,real,real_009.wav,0.985991,0.014009
gain_minus12,real,real_010.wav,0.96191,0.03809
gain_minus12,real,real_011.wav,0.922598,0.077402
gain_minus12,real,real_012.wav,0.988398,0.011602
gain_minus12,real,real_013.wav,0.910435,0.089565
gain_minus12,real,real_014.wav,0.967209,0.032791
gain_minus12,real,real_015.wav,0.989355,0.010645
gain_minus12,real,real_016.wav,0.932049,0.067951
gain_minus12,real,real_017.wav,0.976054,0.023946
gain_minus12,real,real_018.wav,0.969743,0.030257
gain_minus12,real,real_019.wav,0.965731,0.034269
gain_minus12,real,real_020.wav,0.985227,0.014773
gain_minus12,real,real_021.wav,0.973515,0.026485
gain_minus12,real,real_022.wav,0.880296,0.119704
gain_minus12,real,real_023.wav,0.928633,0.071367
gain_minus12,real,real_024.wav,0.970491,0.029509
gain_minus12,real,real_025.wav,0.982371,0.017629
gain_minus12,real,real_026.wav,0.990105,0.009895
gain_minus12,real,real_027.wav,0.783399,0.216601
gain_minus12,real,real_028.wav,0.988963,0.011037
gain_minus12,real,real_029.wav,0.885214,0.114786
gain_minus12,real,real_030.wav,0.994658,0.005342
gain_minus12,real,real_031.wav,0.967579,0.032421
gain_minus12,real,real_032.wav,0.97823,0.02177
gain_minus12,real,real_033.wav,0.986237,0.013763
gain_minus12,real,real_034.wav,0.988833,0.011167
gain_minus12,real,real_035.wav,0.981028,0.018972
gain_minus12,real,real_036.wav,0.929737,0.070263
gain_minus12,real,real_037.wav,0.978356,0.021644
gain_minus12,real,real_038.wav,0.973558,0.026442
gain_minus12,real,real_039.wav,0.987773,0.012227
gain_minus12,real,real_040.wav,0.968632,0.031368
gain_minus12,real,real_041.wav,0.948003,0.051997
gain_minus12,real,real_042.wav,0.972499,0.027501
gain_minus12,real,real_043.wav,0.964175,0.035825
gain_minus12,real,real_044.wav,0.930774,0.069226
gain_minus12,real,real_045.wav,0.976721,0.023279
gain_minus12,real,real_046.wav,0.96253,0.03747
gain_minus12,real,real_047.wav,0.94514,0.05486
gain_minus12,real,real_048.wav,0.993251,0.006749
gain_minus12,real,real_049.wav,0.971601,0.028399
gain_minus12,fake,fake_000.wav,0.068551,0.931449
gain_minus12,fake,fake_001.wav,0.050497,0.949503
gain_minus12,fake,fake_002.wav,0.087053,0.912947
gain_minus12,fake,fake_003.wav,0.023828,0.976172
gain_minus12,fake,fake_004.wav,0.236735,0.763265
gain_minus12,fake,fake_005.wav,0.044435,0.955565
gain_minus12,fake,fake_006.wav,0.031153,0.968847
gain_minus12,fake,fake_007.wav,0.034953,0.965047
gain_minus12,fake,fake_008.wav,0.030816,0.969184
gain_minus12,fake,fake_009.wav,0.042374,0.957626
gain_minus12,fake,fake_010.wav,0.107278,0.892722
gain_minus12,fake,fake_011.wav,0.119952,0.880048
gain_minus12,fake,fake_012.wav,0.26912,0.73088
gain_minus12,fake,fake_013.wav,0.025044,0.974956
gain_minus12,fake,fake_014.wav,0.023821,0.976179
gain_minus12,fake,fake_015.wav,0.078392,0.921608
gain_minus12,fake,fake_016.wav,0.059219,0.940781
gain_minus12,fake,fake_017.wav,0.095061,0.904939
gain_minus12,fake,fake_018.wav,0.015075,0.984925
gain_minus12,fake,fake_019.wav,0.027655,0.972345
gain_minus12,fake,fake_020.wav,0.10371,0.89629
gain_minus12,fake,fake_021.wav,0.158643,0.841357
gain_minus12,fake,fake_022.wav,0.088183,0.911817
gain_minus12,fake,fake_023.wav,0.097114,0.902886
gain_minus12,fake,fake_024.wav,0.23383,0.76617
gain_minus12,fake,fake_025.wav,0.051834,0.948166
gain_minus12,fake,fake_026.wav,0.091166,0.908834
gain_minus12,fake,fake_027.wav,0.05998,0.94002
gain_minus12,fake,fake_028.wav,0.041985,0.958015
gain_minus12,fake,fake_029.wav,0.121368,0.878632
gain_minus12,fake,fake_030.wav,0.022993,0.977007
gain_minus12,fake,fake_031.wav,0.059969,0.940031
gain_minus12,fake,fake_032.wav,0.029273,0.970727
gain_minus12,fake,fake_033.wav,0.150703,0.849297
gain_minus12,fake,fake_034.wav,0.033281,0.966719
gain_minus12,fake,fake_035.wav,0.069638,0.930362
gain_minus12,fake,fake_036.wav,0.027581,0.972419
gain_minus12,fake,fake_037.wav,0.061343,0.938657
gain_minus12,fake,fake_038.wav,0.047482,0.952518
gain_minus12,fake,fake_039.wav,0.032226,0.967774
gain_minus12,fake,fake_040.wav,0.018897,0.981103
gain_minus12,fake,fake_041.wav,0.084799,0.915201
gain_minus12,fake,fake_042.wav,0.049988,0.950012
gain_minus12,fake,fake_043.wav,0.096861,0.903139
gain_minus12,fake,fake_044.wav,0.049392,0.950608
gain_minus12,fake,fake_045.wav,0.079879,0.920121
gain_minus12,fake,fake_046.wav,0.092853,0.907147
gain_minus12,fake,fake_047.wav,0.052361,0.947639
gain_minus12,fake,fake_048.wav,0.051744,0.948256
gain_minus12,fake,fake_049.wav,0.033148,0.966852
gain_plus6,real,real_000.wav,0.885753,0.114247
gain_plus6,real,real_001.wav,0.955633,0.044367
gain_plus6,real,real_002.wav,0.922434,0.077566
gain_plus6,real,real_003.wav,0.95946,0.04054
gain_plus6,real,real_004.wav,0.978811,0.021189
gain_plus6,real,real_005.wav,0.943087,0.056913
gain_plus6,real,real_006.wav,0.937243,0.062757
gain_plus6,real,real_007.wav,0.984843,0.015157
gain_plus6,real,real_008.wav,0.988896,0.011104
gain_plus6,real,real_009.wav,0.987048,0.012952
gain_plus6,real,real_010.wav,0.961059,0.038941
gain_plus6,real,real_011.wav,0.921545,0.078455
gain_plus6,real,real_012.wav,0.988266,0.011734
gain_plus6,real,real_013.wav,0.910621,0.089379
gain_plus6,real,real_014.wav,0.967404,0.032596
gain_plus6,real,real_015.wav,0.9892,0.0108
gain_plus6,real,real_016.wav,0.931834,0.068166
gain_plus6,real,real_017.wav,0.976158,0.023842
gain_plus6,real,real_018.wav,0.967765,0.032235
gain_plus6,real,real_019.wav,0.966142,0.033858
gain_plus6,real,real_020.wav,0.98523,0.01477
gain_plus6,real,real_021.wav,0.97283,0.02717
gain_plus6,real,real_022.wav,0.881499,0.118501
gain_plus6,real,real_023.wav,0.927915,0.072085
gain_plus6,real,real_024.wav,0.970543,0.029457
gain_plus6,real,real_025.wav,0.982007,0.017993
gain_plus6,real,real_026.wav,0.989959,0.010041
gain_plus6,real,real_027.wav,0.779302,0.220698
gain_plus6,real,real_028.wav,0.98611,0.01389
gain_plus6,real,real_029.wav,0.885767,0.114233
gain_plus6,real,real_030.wav,0.994806,0.005194
gain_plus6,real,real_031.wav,0.968913,0.031087
gain_plus6,real,real_032.wav,0.978887,0.021113
gain_plus6,real,real_033.wav,0.986125,0.013875
gain_plus6,real,real_034.wav,0.988582,0.011418
gain_plus6,real,real_035.wav,0.981017,0.018983
gain_plus6,real,real_036.wav,0.930141,0.069859
gain_plus6,real,real_037.wav,0.977705,0.022295
gain_plus6,real,real_038.wav,0.97296,0.02704
gain_plus6,real,real_039.wav,0.987383,0.012617
gain_plus6,real,real_040.wav,0.968626,0.031374
gain_plus6,real,real_041.wav,0.945948,0.054052
gain_plus6,real,real_042.wav,0.972622,0.027378
gain_plus6,real,real_043.wav,0.961099,0.038901
gain_plus6,real,real_044.wav,0.933655,0.066345
gain_plus6,real,real_045.wav,0.979918,0.020082
gain_plus6,real,real_046.wav,0.962959,0.037041
gain_plus6,real,real_047.wav,0.944321,0.055679
gain_plus6,real,real_048.wav,0.993317,0.006683
gain_plus6,real,real_049.wav,0.971532,0.028468
gain_plus6,fake,fake_000.wav,0.066201,0.933799
gain_plus6,fake,fake_001.wav,0.050326,0.949674
gain_plus6,fake,fake_002.wav,0.086144,0.913856
gain_plus6,fake,fake_003.wav,0.023724,0.976276
gain_plus6,fake,fake_004.wav,0.242094,0.757906
gain_plus6,fake,fake_005.wav,0.044736,0.955264
gain_plus6,fake,fake_006.wav,0.033779,0.966221
gain_plus6,fake,fake_007.wav,0.035123,0.964877
gain_plus6,fake,fake_008.wav,0.029965,0.970035
gain_plus6,fake,fake_009.wav,0.035906,0.964094
gain_plus6,fake,fake_010.wav,0.103115,0.896885
gain_plus6,fake,fake_011.wav,0.124524,0.875476
gain_plus6,fake,fake_012.wav,0.27292,0.72708
gain_plus6,fake,fake_013.wav,0.02497,0.97503
gain_plus6,fake,fake_014.wav,0.023752,0.976248
gain_plus6,fake,fake_015.wav,0.07925,0.92075
gain_plus6,fake,fake_016.wav,0.062493,0.937507
gain_plus6,fake,fake_017.wav,0.099611,0.900389
gain_plus6,fake,fake_018.wav,0.015078,0.984922
gain_plus6,fake,fake_019.wav,0.02748,0.97252
gain_plus6,fake,fake_020.wav,0.10202,0.89798
gain_plus6,fake,fake_021.wav,0.158588,0.841412
gain_plus6,fake,fake_022.wav,0.087951,0.912049
gain_plus6,fake,fake_023.wav,0.093796,0.906204
gain_plus6,fake,fake_024.wav,0.242407,0.757593
gain_plus6,fake,fake_025.wav,0.051865,0.948135
gain_plus6,fake,fake_026.wav,0.096489,0.903511
gain_plus6,fake,fake_027.wav,0.060621,0.939379
gain_plus6,fake,fake_028.wav,0.042456,0.957544
gain_plus6,fake,fake_029.wav,0.119509,0.880491
gain_plus6,fake,fake_030.wav,0.022518,0.977482
gain_plus6,fake,fake_031.wav,0.058333,0.941667
gain_plus6,fake,fake_032.wav,0.029581,0.970419
gain_plus6,fake,fake_033.wav,0.152481,0.847519
gain_plus6,fake,fake_034.wav,0.031923,0.968077
gain_plus6,fake,fake_035.wav,0.069838,0.930162
gain_plus6,fake,fake_036.wav,0.027929,0.972071
gain_plus6,fake,fake_037.wav,0.061429,0.938571
gain_plus6,fake,fake_038.wav,0.048029,0.951971
gain_plus6,fake,fake_039.wav,0.032346,0.967654
gain_plus6,fake,fake_040.wav,0.018819,0.981181
gain_plus6,fake,fake_041.wav,0.084845,0.915155
gain_plus6,fake,fake_042.wav,0.050816,0.949184
gain_plus6,fake,fake_043.wav,0.097729,0.902271
gain_plus6,fake,fake_044.wav,0.049853,0.950147
gain_plus6,fake,fake_045.wav,0.079261,0.920739
gain_plus6,fake,fake_046.wav,0.092712,0.907288
gain_plus6,fake,fake_047.wav,0.05466,0.94534
gain_plus6,fake,fake_048.wav,0.051533,0.948467
gain_plus6,fake,fake_049.wav,0.033247,0.966753
headset_sim,real,real_000.wav,0.804806,0.195194
headset_sim,real,real_001.wav,0.962057,0.037943
headset_sim,real,real_002.wav,0.845672,0.154328
headset_sim,real,real_003.wav,0.961139,0.038861
headset_sim,real,real_004.wav,0.982228,0.017772
headset_sim,real,real_005.wav,0.970959,0.029041
headset_sim,real,real_006.wav,0.921716,0.078284
headset_sim,real,real_007.wav,0.988045,0.011955
headset_sim,real,real_008.wav,0.982485,0.017515
headset_sim,real,real_009.wav,0.994528,0.005472
headset_sim,real,real_010.wav,0.973972,0.026028
headset_sim,real,real_011.wav,0.911646,0.088354
headset_sim,real,real_012.wav,0.991029,0.008971
headset_sim,real,real_013.wav,0.855478,0.144522
headset_sim,real,real_014.wav,0.972604,0.027396
headset_sim,real,real_015.wav,0.976878,0.023122
headset_sim,real,real_016.wav,0.902593,0.097407
headset_sim,real,real_017.wav,0.993277,0.006723
headset_sim,real,real_018.wav,0.987454,0.012546
headset_sim,real,real_019.wav,0.913197,0.086803
headset_sim,real,real_020.wav,0.991793,0.008207
headset_sim,real,real_021.wav,0.972444,0.027556
headset_sim,real,real_022.wav,0.806994,0.193006
headset_sim,real,real_023.wav,0.942279,0.057721
headset_sim,real,real_024.wav,0.976542,0.023458
headset_sim,real,real_025.wav,0.966938,0.033062
headset_sim,real,real_026.wav,0.992189,0.007811
headset_sim,real,real_027.wav,0.83399,0.16601
headset_sim,real,real_028.wav,0.996115,0.003885
headset_sim,real,real_029.wav,0.884498,0.115502
headset_sim,real,real_030.wav,0.993991,0.006009
headset_sim,real,real_031.wav,0.964671,0.035329
headset_sim,real,real_032.wav,0.983203,0.016797
headset_sim,real,real_033.wav,0.980008,0.019992
headset_sim,real,real_034.wav,0.966305,0.033695
headset_sim,real,real_035.wav,0.989137,0.010863
headset_sim,real,real_036.wav,0.94198,0.05802
headset_sim,real,real_037.wav,0.988045,0.011955
headset_sim,real,real_038.wav,0.988283,0.011717
headset_sim,real,real_039.wav,0.981047,0.018953
headset_sim,real,real_040.wav,0.968916,0.031084
headset_sim,real,real_041.wav,0.958244,0.041756
headset_sim,real,real_042.wav,0.982292,0.017708
headset_sim,real,real_043.wav,0.923667,0.076333
headset_sim,real,real_044.wav,0.938659,0.061341
headset_sim,real,real_045.wav,0.983569,0.016431
