condition,label,file,p_real,p_fake
original,fake,fake_047.wav,0.012588,0.987412
original,fake,fake_048.wav,0.648879,0.351121
original,fake,fake_049.wav,0.007844,0.992156
opus_24k,real,real_000.wav,0.007621,0.992379
opus_24k,real,real_001.wav,0.013315,0.986685
opus_24k,real,real_002.wav,0.00145,0.99855
opus_24k,real,real_003.wav,0.04936,0.95064
opus_24k,real,real_004.wav,0.012669,0.987331
opus_24k,real,real_005.wav,0.009097,0.990903
opus_24k,real,real_006.wav,0.009654,0.990346
opus_24k,real,real_007.wav,0.010512,0.989488
opus_24k,real,real_008.wav,0.011521,0.988479
opus_24k,real,real_009.wav,0.00409,0.99591
opus_24k,real,real_010.wav,0.010047,0.989953
opus_24k,real,real_011.wav,0.000583,0.999417
opus_24k,real,real_012.wav,0.097386,0.902614
opus_24k,real,real_013.wav,0.002607,0.997393
opus_24k,real,real_014.wav,0.002021,0.997979
opus_24k,real,real_015.wav,0.011261,0.988739
opus_24k,real,real_016.wav,0.006212,0.993788
opus_24k,real,real_017.wav,0.013025,0.986975
opus_24k,real,real_018.wav,0.001466,0.998534
opus_24k,real,real_019.wav,0.006164,0.993836
opus_24k,real,real_020.wav,0.004115,0.995885
opus_24k,real,real_021.wav,0.01238,0.98762
opus_24k,real,real_022.wav,0.004623,0.995377
opus_24k,real,real_023.wav,0.027382,0.972618
opus_24k,real,real_024.wav,0.001738,0.998262
opus_24k,real,real_025.wav,0.001029,0.998971
opus_24k,real,real_026.wav,0.170153,0.829847
opus_24k,real,real_027.wav,0.030274,0.969726
opus_24k,real,real_028.wav,0.00077,0.99923
opus_24k,real,real_029.wav,0.608174,0.391826
opus_24k,real,real_030.wav,0.066548,0.933452
opus_24k,real,real_031.wav,0.00645,0.99355
opus_24k,real,real_032.wav,0.006321,0.993679
opus_24k,real,real_033.wav,0.003955,0.996045
opus_24k,real,real_034.wav,0.000968,0.999032
opus_24k,real,real_035.wav,0.006727,0.993273
opus_24k,real,real_036.wav,0.010177,0.989823
opus_24k,real,real_037.wav,0.005511,0.994489
opus_24k,real,real_038.wav,0.01613,0.98387
opus_24k,real,real_039.wav,0.013661,0.986339
opus_24k,real,real_040.wav,0.024653,0.975347
opus_24k,real,real_041.wav,0.000561,0.999439
opus_24k,real,real_042.wav,0.010869,0.989131
opus_24k,real,real_043.wav,0.004747,0.995253
opus_24k,real,real_044.wav,0.003117,0.996883
opus_24k,real,real_045.wav,0.020468,0.979532
opus_24k,real,real_046.wav,0.001575,0.998425
opus_24k,real,real_047.wav,0.041661,0.958339
opus_24k,real,real_048.wav,0.001442,0.998558
opus_24k,real,real_049.wav,0.070693,0.929307
opus_24k,fake,fake_000.wav,0.025032,0.974968
opus_24k,fake,fake_001.wav,0.141205,0.858795
opus_24k,fake,fake_002.wav,0.081895,0.918105
opus_24k,fake,fake_003.wav,0.049527,0.950473
opus_24k,fake,fake_004.wav,0.083662,0.916338
opus_24k,fake,fake_005.wav,0.001943,0.998057
opus_24k,fake,fake_006.wav,0.033835,0.966165
opus_24k,fake,fake_007.wav,0.001096,0.998904
opus_24k,fake,fake_008.wav,0.000109,0.999891
opus_24k,fake,fake_009.wav,0.001493,0.998507
opus_24k,fake,fake_010.wav,0.013896,0.986104
opus_24k,fake,fake_011.wav,0.159194,0.840806
opus_24k,fake,fake_012.wav,0.705676,0.294324
opus_24k,fake,fake_013.wav,0.001311,0.998689
opus_24k,fake,fake_014.wav,0.001266,0.998734
opus_24k,fake,fake_015.wav,0.000225,0.999775
opus_24k,fake,fake_016.wav,0.000884,0.999116
opus_24k,fake,fake_017.wav,0.000305,0.999695
opus_24k,fake,fake_018.wav,0.00095,0.99905
opus_24k,fake,fake_019.wav,0.004205,0.995795
opus_24k,fake,fake_020.wav,0.014505,0.985495
opus_24k,fake,fake_021.wav,0.026394,0.973606
opus_24k,fake,fake_022.wav,0.007078,0.992922
opus_24k,fake,fake_023.wav,0.040032,0.959968
opus_24k,fake,fake_024.wav,0.608469,0.391531
opus_24k,fake,fake_025.wav,0.000999,0.999001
opus_24k,fake,fake_026.wav,2.2e-05,0.999978
opus_24k,fake,fake_027.wav,0.076188,0.923812
opus_24k,fake,fake_028.wav,0.00604,0.99396
opus_24k,fake,fake_029.wav,0.067976,0.932024
opus_24k,fake,fake_030.wav,0.020712,0.979288
opus_24k,fake,fake_031.wav,0.004664,0.995336
opus_24k,fake,fake_032.wav,0.053866,0.946134
opus_24k,fake,fake_033.wav,0.00057,0.99943
opus_24k,fake,fake_034.wav,0.000551,0.999449
opus_24k,fake,fake_035.wav,0.00334,0.99666
opus_24k,fake,fake_036.wav,0.009251,0.990749
opus_24k,fake,fake_037.wav,0.076929,0.923071
opus_24k,fake,fake_038.wav,6.4e-05,0.999936
opus_24k,fake,fake_039.wav,0.005185,0.994815
opus_24k,fake,fake_040.wav,0.000514,0.999486
opus_24k,fake,fake_041.wav,0.007549,0.992451
opus_24k,fake,fake_042.wav,0.148235,0.851765
opus_24k,fake,fake_043.wav,0.043871,0.956129
opus_24k,fake,fake_044.wav,0.00503,0.99497
opus_24k,fake,fake_045.wav,0.177514,0.822486
opus_24k,fake,fake_046.wav,0.00642,0.99358
opus_24k,fake,fake_047.wav,0.009028,0.990972
opus_24k,fake,fake_048.wav,0.489137,0.510863
opus_24k,fake,fake_049.wav,0.024038,0.975962
opus_12k,real,real_000.wav,0.00355,0.99645
opus_12k,real,real_001.wav,0.006539,0.993461
opus_12k,real,real_002.wav,0.000652,0.999348
opus_12k,real,real_003.wav,0.010782,0.989218
opus_12k,real,real_004.wav,0.010147,0.989853
opus_12k,real,real_005.wav,0.002718,0.997282
opus_12k,real,real_006.wav,0.001828,0.998172
opus_12k,real,real_007.wav,0.003645,0.996355
opus_12k,real,real_008.wav,0.003925,0.996075
opus_12k,real,real_009.wav,0.001268,0.998732
opus_12k,real,real_010.wav,0.00574,0.99426
opus_12k,real,real_011.wav,0.001773,0.998227
opus_12k,real,real_012.wav,0.048426,0.951574
opus_12k,real,real_013.wav,0.001999,0.998001
opus_12k,real,real_014.wav,0.001271,0.998729
opus_12k,real,real_015.wav,0.007472,0.992528
opus_12k,real,real_016.wav,0.007146,0.992854
opus_12k,real,real_017.wav,0.028387,0.971613
opus_12k,real,real_018.wav,0.000363,0.999637
opus_12k,real,real_019.wav,0.001157,0.998843
opus_12k,real,real_020.wav,0.003949,0.996051
opus_12k,real,real_021.wav,0.007715,0.992285
opus_12k,real,real_022.wav,0.001287,0.998713
opus_12k,real,real_023.wav,0.008032,0.991968
opus_12k,real,real_024.wav,0.000355,0.999645
opus_12k,real,real_025.wav,0.001107,0.998893
opus_12k,real,real_026.wav,0.043265,0.956735
opus_12k,real,real_027.wav,0.011591,0.988409
opus_12k,real,real_028.wav,0.000654,0.999346
opus_12k,real,real_029.wav,0.175048,0.824952
opus_12k,real,real_030.wav,0.004427,0.995573
opus_12k,real,real_031.wav,0.003436,0.996564
opus_12k,real,real_032.wav,0.001218,0.998782
opus_12k,real,real_033.wav,0.002925,0.997075
opus_12k,real,real_034.wav,0.001103,0.998897
opus_12k,real,real_035.wav,0.003381,0.996619
opus_12k,real,real_036.wav,0.004642,0.995358
opus_12k,real,real_037.wav,0.01676,0.98324
opus_12k,real,real_038.wav,0.005959,0.994041
opus_12k,real,real_039.wav,0.006128,0.993872
opus_12k,real,real_040.wav,0.00563,0.99437
opus_12k,real,real_041.wav,0.000141,0.999859
opus_12k,real,real_042.wav,0.008711,0.991289
opus_12k,real,real_043.wav,0.001189,0.998811
opus_12k,real,real_044.wav,0.000502,0.999498
opus_12k,real,real_045.wav,0.012477,0.987523
opus_12k,real,real_046.wav,0.007527,0.992473
opus_12k,real,real_047.wav,0.006337,0.993663
opus_12k,real,real_048.wav,0.003722,0.996278
opus_12k,real,real_049.wav,0.024664,0.975336
opus_12k,fake,fake_000.wav,0.044573,0.955427
opus_12k,fake,fake_001.wav,0.012649,0.987351
opus_12k,fake,fake_002.wav,0.081552,0.918448
opus_12k,fake,fake_003.wav,0.050983,0.949017
opus_12k,fake,fake_004.wav,0.219767,0.780233
opus_12k,fake,fake_005.wav,0.002081,0.997919
opus_12k,fake,fake_006.wav,0.001712,0.998288
opus_12k,fake,fake_007.wav,0.001399,0.998601
opus_12k,fake,fake_008.wav,0.000148,0.999852
opus_12k,fake,fake_009.wav,0.000282,0.999718
opus_12k,fake,fake_010.wav,0.002524,0.997476
opus_12k,fake,fake_011.wav,0.052058,0.947942
opus_12k,fake,fake_012.wav,0.665718,0.334282
opus_12k,fake,fake_013.wav,0.000596,0.999404
opus_12k,fake,fake_014.wav,0.000124,0.999876
opus_12k,fake,fake_015.wav,0.000611,0.999389
opus_12k,fake,fake_016.wav,0.00146,0.99854
opus_12k,fake,fake_017.wav,0.000485,0.999515
opus_12k,fake,fake_018.wav,0.000429,0.999571
opus_12k,fake,fake_019.wav,0.000194,0.999806
opus_12k,fake,fake_020.wav,0.001816,0.998184
opus_12k,fake,fake_021.wav,0.014561,0.985439
opus_12k,fake,fake_022.wav,0.00247,0.99753
opus_12k,fake,fake_023.wav,0.004481,0.995519
opus_12k,fake,fake_024.wav,0.048888,0.951112
opus_12k,fake,fake_025.wav,0.000299,0.999701
opus_12k,fake,fake_026.wav,2e-06,0.999998
opus_12k,fake,fake_027.wav,0.009488,0.990512
opus_12k,fake,fake_028.wav,0.00516,0.99484
opus_12k,fake,fake_029.wav,0.00294,0.99706
opus_12k,fake,fake_030.wav,0.001942,0.998058
opus_12k,fake,fake_031.wav,0.001075,0.998925
opus_12k,fake,fake_032.wav,0.004955,0.995045
opus_12k,fake,fake_033.wav,0.001131,0.998869
opus_12k,fake,fake_034.wav,0.00074,0.99926
opus_12k,fake,fake_035.wav,0.000208,0.999792
opus_12k,fake,fake_036.wav,0.001551,0.998449
opus_12k,fake,fake_037.wav,0.023363,0.976637
opus_12k,fake,fake_038.wav,0.000129,0.999871
opus_12k,fake,fake_039.wav,0.029442,0.970558
opus_12k,fake,fake_040.wav,0.000174,0.999826
opus_12k,fake,fake_041.wav,0.002894,0.997106
opus_12k,fake,fake_042.wav,0.059409,0.940591
opus_12k,fake,fake_043.wav,0.055321,0.944679
opus_12k,fake,fake_044.wav,0.003684,0.996316
opus_12k,fake,fake_045.wav,0.014641,0.985359
opus_12k,fake,fake_046.wav,0.004516,0.995484
opus_12k,fake,fake_047.wav,0.005916,0.994084
opus_12k,fake,fake_048.wav,0.345905,0.654095
opus_12k,fake,fake_049.wav,0.024299,0.975701
gain_minus12,real,real_000.wav,0.037106,0.962894
gain_minus12,real,real_001.wav,0.014414,0.985586
gain_minus12,real,real_002.wav,0.00238,0.99762
gain_minus12,real,real_003.wav,0.025133,0.974867
gain_minus12,real,real_004.wav,0.006725,0.993275
gain_minus12,real,real_005.wav,0.020753,0.979247
gain_minus12,real,real_006.wav,0.008082,0.991918
gain_minus12,real,real_007.wav,0.008422,0.991578
gain_minus12,real,real_008.wav,0.00832,0.99168
gain_minus12,real,real_009.wav,0.004382,0.995618
gain_minus12,real,real_010.wav,0.011422,0.988578
gain_minus12,real,real_011.wav,0.000638,0.999362
gain_minus12,real,real_012.wav,0.062547,0.937453
gain_minus12,real,real_013.wav,0.001343,0.998657
gain_minus12,real,real_014.wav,0.001959,0.998041
gain_minus12,real,real_015.wav,0.005181,0.994819
gain_minus12,real,real_016.wav,0.007198,0.992802
gain_minus12,real,real_017.wav,0.008323,0.991677
gain_minus12,real,real_018.wav,0.001628,0.998372
gain_minus12,real,real_019.wav,0.007232,0.992768
gain_minus12,real,real_020.wav,0.00502,0.99498
gain_minus12,real,real_021.wav,0.008326,0.991674
gain_minus12,real,real_022.wav,0.003205,0.996795
gain_minus12,real,real_023.wav,0.031965,0.968035
gain_minus12,real,real_024.wav,0.001667,0.998333
gain_minus12,real,real_025.wav,0.001103,0.998897
gain_minus12,real,real_026.wav,0.123202,0.876798
gain_minus12,real,real_027.wav,0.05246,0.94754
gain_minus12,real,real_028.wav,0.00081,0.99919
gain_minus12,real,real_029.wav,0.415491,0.584509
gain_minus12,real,real_030.wav,0.274457,0.725543
gain_minus12,real,real_031.wav,0.005794,0.994206
gain_minus12,real,real_032.wav,0.005767,0.994233
gain_minus12,real,real_033.wav,0.002547,0.997453
gain_minus12,real,real_034.wav,0.002664,0.997336
gain_minus12,real,real_035.wav,0.007145,0.992855
gain_minus12,real,real_036.wav,0.017248,0.982752
gain_minus12,real,real_037.wav,0.011414,0.988586
gain_minus12,real,real_038.wav,0.010161,0.989839
gain_minus12,real,real_039.wav,0.012815,0.987185
gain_minus12,real,real_040.wav,0.020964,0.979036
gain_minus12,real,real_041.wav,0.000574,0.999426
gain_minus12,real,real_042.wav,0.009575,0.990425
gain_minus12,real,real_043.wav,0.002936,0.997064
gain_minus12,real,real_044.wav,0.001993,0.998007
gain_minus12,real,real_045.wav,0.037506,0.962494
gain_minus12,real,real_046.wav,0.002871,0.997129
gain_minus12,real,real_047.wav,0.0296,0.9704
gain_minus12,real,real_048.wav,0.004357,0.995643
gain_minus12,real,real_049.wav,0.131422,0.868578
gain_minus12,fake,fake_000.wav,0.065046,0.934954
gain_minus12,fake,fake_001.wav,0.288056,0.711944
gain_minus12,fake,fake_002.wav,0.106205,0.893795
gain_minus12,fake,fake_003.wav,0.022039,0.977961
gain_minus12,fake,fake_004.wav,0.235715,0.764285
gain_minus12,fake,fake_005.wav,0.001412,0.998588
gain_minus12,fake,fake_006.wav,0.037343,0.962657
gain_minus12,fake,fake_007.wav,0.000863,0.999137
gain_minus12,fake,fake_008.wav,0.00035,0.99965
gain_minus12,fake,fake_009.wav,0.001095,0.998905
gain_minus12,fake,fake_010.wav,0.027134,0.972866
gain_minus12,fake,fake_011.wav,0.146746,0.853254
gain_minus12,fake,fake_012.wav,0.430885,0.569115
gain_minus12,fake,fake_013.wav,0.002014,0.997986
gain_minus12,fake,fake_014.wav,0.001419,0.998581
gain_minus12,fake,fake_015.wav,0.000334,0.999666
gain_minus12,fake,fake_016.wav,0.001491,0.998509
gain_minus12,fake,fake_017.wav,0.000333,0.999667
gain_minus12,fake,fake_018.wav,0.00127,0.99873
gain_minus12,fake,fake_019.wav,0.00387,0.99613
gain_minus12,fake,fake_020.wav,0.004361,0.995639
gain_minus12,fake,fake_021.wav,0.057301,0.942699
gain_minus12,fake,fake_022.wav,0.009375,0.990625
gain_minus12,fake,fake_023.wav,0.031127,0.968873
gain_minus12,fake,fake_024.wav,0.156459,0.843541
gain_minus12,fake,fake_025.wav,0.000794,0.999206
gain_minus12,fake,fake_026.wav,3.6e-05,0.999964
gain_minus12,fake,fake_027.wav,0.201258,0.798742
gain_minus12,fake,fake_028.wav,0.009741,0.990259
gain_minus12,fake,fake_029.wav,0.107627,0.892373
gain_minus12,fake,fake_030.wav,0.026516,0.973484
gain_minus12,fake,fake_031.wav,0.00221,0.99779
gain_minus12,fake,fake_032.wav,0.026209,0.973791
gain_minus12,fake,fake_033.wav,0.000328,0.999672
gain_minus12,fake,fake_034.wav,0.001721,0.998279
gain_minus12,fake,fake_035.wav,0.01935,0.98065
gain_minus12,fake,fake_036.wav,0.009441,0.990559
gain_minus12,fake,fake_037.wav,0.13345,0.86655
gain_minus12,fake,fake_038.wav,0.000257,0.999743
gain_minus12,fake,fake_039.wav,0.001993,0.998007
gain_minus12,fake,fake_040.wav,9.8e-05,0.999902
gain_minus12,fake,fake_041.wav,0.005784,0.994216
gain_minus12,fake,fake_042.wav,0.153648,0.846352
gain_minus12,fake,fake_043.wav,0.086684,0.913316
gain_minus12,fake,fake_044.wav,0.013236,0.986764
gain_minus12,fake,fake_045.wav,0.454015,0.545985
gain_minus12,fake,fake_046.wav,0.004719,0.995281
gain_minus12,fake,fake_047.wav,0.012709,0.987291
gain_minus12,fake,fake_048.wav,0.64803,0.35197
gain_minus12,fake,fake_049.wav,0.007797,0.992203
gain_plus6,real,real_000.wav,0.037461,0.962539
gain_plus6,real,real_001.wav,0.014448,0.985552
gain_plus6,real,real_002.wav,0.002363,0.997637
gain_plus6,real,real_003.wav,0.025305,0.974695
gain_plus6,real,real_004.wav,0.006685,0.993315
gain_plus6,real,real_005.wav,0.020758,0.979242
gain_plus6,real,real_006.wav,0.008099,0.991901
gain_plus6,real,real_007.wav,0.00805,0.99195
gain_plus6,real,real_008.wav,0.008332,0.991668
gain_plus6,real,real_009.wav,0.004365,0.995635
gain_plus6,real,real_010.wav,0.011426,0.988574
gain_plus6,real,real_011.wav,0.000637,0.999363
gain_plus6,real,real_012.wav,0.064914,0.935086
gain_plus6,real,real_013.wav,0.001333,0.998667
gain_plus6,real,real_014.wav,0.001958,0.998042
gain_plus6,real,real_015.wav,0.005178,0.994822
gain_plus6,real,real_016.wav,0.007192,0.992808
gain_plus6,real,real_017.wav,0.009142,0.990858
gain_plus6,real,real_018.wav,0.001626,0.998374
gain_plus6,real,real_019.wav,0.007194,0.992806
gain_plus6,real,real_020.wav,0.004762,0.995238
gain_plus6,real,real_021.wav,0.008368,0.991632
gain_plus6,real,real_022.wav,0.003177,0.996823
gain_plus6,real,real_023.wav,0.031866,0.968134
gain_plus6,real,real_024.wav,0.001765,0.998235
gain_plus6,real,real_025.wav,0.001116,0.998884
gain_plus6,real,real_026.wav,0.122951,0.877049
gain_plus6,real,real_027.wav,0.05271,0.94729
gain_plus6,real,real_028.wav,0.000853,0.999147
gain_plus6,real,real_029.wav,0.40246,0.59754
gain_plus6,real,real_030.wav,0.273916,0.726084
gain_plus6,real,real_031.wav,0.005798,0.994202
gain_plus6,real,real_032.wav,0.005905,0.994095
gain_plus6,real,real_033.wav,0.00255,0.99745
gain_plus6,real,real_034.wav,0.002668,0.997332
gain_plus6,real,real_035.wav,0.0065,0.9935
gain_plus6,real,real_036.wav,0.017598,0.982402
gain_plus6,real,real_037.wav,0.011417,0.988583
gain_plus6,real,real_038.wav,0.008698,0.991302
gain_plus6,real,real_039.wav,0.012858,0.987142
gain_plus6,real,real_040.wav,0.021098,0.978902
gain_plus6,real,real_041.wav,0.000562,0.999438
gain_plus6,real,real_042.wav,0.009745,0.990255
gain_plus6,real,real_043.wav,0.003033,0.996967
gain_plus6,real,real_044.wav,0.002517,0.997483
gain_plus6,real,real_045.wav,0.035836,0.964164
gain_plus6,real,real_046.wav,0.002865,0.997135
gain_plus6,real,real_047.wav,0.030569,0.969431
gain_plus6,real,real_048.wav,0.004136,0.995864
gain_plus6,real,real_049.wav,0.131767,0.868233
gain_plus6,fake,fake_000.wav,0.064892,0.935108
gain_plus6,fake,fake_001.wav,0.287318,0.712682
gain_plus6,fake,fake_002.wav,0.106309,0.893691
gain_plus6,fake,fake_003.wav,0.022168,0.977832
gain_plus6,fake,fake_004.wav,0.23716,0.76284
gain_plus6,fake,fake_005.wav,0.001463,0.998537
gain_plus6,fake,fake_006.wav,0.049006,0.950994
gain_plus6,fake,fake_007.wav,0.000861,0.999139
gain_plus6,fake,fake_008.wav,0.000451,0.999549
gain_plus6,fake,fake_009.wav,0.002052,0.997948
gain_plus6,fake,fake_010.wav,0.027167,0.972833
gain_plus6,fake,fake_011.wav,0.145476,0.854524
gain_plus6,fake,fake_012.wav,0.430585,0.569415
gain_plus6,fake,fake_013.wav,0.002097,0.997903
gain_plus6,fake,fake_014.wav,0.001463,0.998537
gain_plus6,fake,fake_015.wav,0.000333,0.999667
gain_plus6,fake,fake_016.wav,0.001499,0.998501
gain_plus6,fake,fake_017.wav,0.000331,0.999669
gain_plus6,fake,fake_018.wav,0.001267,0.998733
gain_plus6,fake,fake_019.wav,0.003901,0.996099
gain_plus6,fake,fake_020.wav,0.004369,0.995631
gain_plus6,fake,fake_021.wav,0.057459,0.942541
gain_plus6,fake,fake_022.wav,0.009351,0.990649
gain_plus6,fake,fake_023.wav,0.032464,0.967536
gain_plus6,fake,fake_024.wav,0.187907,0.812093
gain_plus6,fake,fake_025.wav,0.000797,0.999203
gain_plus6,fake,fake_026.wav,3.7e-05,0.999963
gain_plus6,fake,fake_027.wav,0.202658,0.797342
gain_plus6,fake,fake_028.wav,0.010279,0.989721
gain_plus6,fake,fake_029.wav,0.112279,0.887721
gain_plus6,fake,fake_030.wav,0.026385,0.973615
gain_plus6,fake,fake_031.wav,0.002198,0.997802
gain_plus6,fake,fake_032.wav,0.031386,0.968614
gain_plus6,fake,fake_033.wav,0.000305,0.999695
gain_plus6,fake,fake_034.wav,0.002534,0.997466
gain_plus6,fake,fake_035.wav,0.026255,0.973745
gain_plus6,fake,fake_036.wav,0.009501,0.990499
gain_plus6,fake,fake_037.wav,0.132961,0.867039
gain_plus6,fake,fake_038.wav,0.000258,0.999742
gain_plus6,fake,fake_039.wav,0.001996,0.998004
gain_plus6,fake,fake_040.wav,9.8e-05,0.999902
gain_plus6,fake,fake_041.wav,0.005751,0.994249
gain_plus6,fake,fake_042.wav,0.15344,0.84656
gain_plus6,fake,fake_043.wav,0.086821,0.913179
gain_plus6,fake,fake_044.wav,0.013241,0.986759
gain_plus6,fake,fake_045.wav,0.452167,0.547833
gain_plus6,fake,fake_046.wav,0.004693,0.995307
gain_plus6,fake,fake_047.wav,0.012583,0.987417
gain_plus6,fake,fake_048.wav,0.64894,0.35106
gain_plus6,fake,fake_049.wav,0.007847,0.992153
headset_sim,real,real_000.wav,0.075573,0.924427
headset_sim,real,real_001.wav,0.008332,0.991668
headset_sim,real,real_002.wav,0.002685,0.997315
headset_sim,real,real_003.wav,0.087267,0.912733
headset_sim,real,real_004.wav,0.012748,0.987252
headset_sim,real,real_005.wav,0.02486,0.97514
headset_sim,real,real_006.wav,0.013622,0.986378
headset_sim,real,real_007.wav,0.013479,0.986521
headset_sim,real,real_008.wav,0.003485,0.996515
headset_sim,real,real_009.wav,0.007941,0.992059
headset_sim,real,real_010.wav,0.010651,0.989349
headset_sim,real,real_011.wav,0.000536,0.999464
headset_sim,real,real_012.wav,0.03876,0.96124
headset_sim,real,real_013.wav,0.001684,0.998316
headset_sim,real,real_014.wav,0.002164,0.997836
headset_sim,real,real_015.wav,0.008439,0.991561
headset_sim,real,real_016.wav,0.014281,0.985719
headset_sim,real,real_017.wav,0.009899,0.990101
headset_sim,real,real_018.wav,0.001335,0.998665
headset_sim,real,real_019.wav,0.004157,0.995843
headset_sim,real,real_020.wav,0.002857,0.997143
headset_sim,real,real_021.wav,0.010877,0.989123
headset_sim,real,real_022.wav,0.001973,0.998027
headset_sim,real,real_023.wav,0.053514,0.946486
headset_sim,real,real_024.wav,0.00243,0.99757
headset_sim,real,real_025.wav,0.001056,0.998944
headset_sim,real,real_026.wav,0.131596,0.868404
headset_sim,real,real_027.wav,0.024557,0.975443
headset_sim,real,real_028.wav,0.00104,0.99896
headset_sim,real,real_029.wav,0.496978,0.503022
headset_sim,real,real_030.wav,0.088381,0.911619
headset_sim,real,real_031.wav,0.005087,0.994913
headset_sim,real,real_032.wav,0.003701,0.996299
headset_sim,real,real_033.wav,0.005435,0.994565
headset_sim,real,real_034.wav,0.004828,0.995172
headset_sim,real,real_035.wav,0.00232,0.99768
headset_sim,real,real_036.wav,0.028631,0.971369
headset_sim,real,real_037.wav,0.008351,0.991649
headset_sim,real,real_038.wav,0.012771,0.987229
headset_sim,real,real_039.wav,0.011531,0.988469
headset_sim,real,real_040.wav,0.0171,0.9829
headset_sim,real,real_041.wav,0.000629,0.999371
headset_sim,real,real_042.wav,0.005024,0.994976
headset_sim,real,real_043.wav,0.005358,0.994642
headset_sim,real,real_044.wav,0.007054,0.992946
headset_sim,real,real_045.wav,0.008059,0.991941
