condition,label,file,p_real,p_fake
opus_24k,real,real_021.wav,0.020423,0.979577
opus_24k,real,real_022.wav,0.005,0.995
opus_24k,real,real_023.wav,0.023847,0.976153
opus_24k,real,real_024.wav,0.000867,0.999133
opus_24k,real,real_025.wav,0.000926,0.999074
opus_24k,real,real_026.wav,0.124421,0.875579
opus_24k,real,real_027.wav,0.022113,0.977887
opus_24k,real,real_028.wav,0.000585,0.999415
opus_24k,real,real_029.wav,0.283009,0.716991
opus_24k,real,real_030.wav,0.018733,0.981267
opus_24k,real,real_031.wav,0.003584,0.996416
opus_24k,real,real_032.wav,0.007426,0.992574
opus_24k,real,real_033.wav,0.003519,0.996481
opus_24k,real,real_034.wav,0.000905,0.999095
opus_24k,real,real_035.wav,0.00815,0.99185
opus_24k,real,real_036.wav,0.01079,0.98921
opus_24k,real,real_037.wav,0.003632,0.996368
opus_24k,real,real_038.wav,0.015203,0.984797
opus_24k,real,real_039.wav,0.017357,0.982643
opus_24k,real,real_040.wav,0.041787,0.958213
opus_24k,real,real_041.wav,0.000225,0.999775
opus_24k,real,real_042.wav,0.010299,0.989701
opus_24k,real,real_043.wav,0.005271,0.994729
opus_24k,real,real_044.wav,0.01254,0.98746
opus_24k,real,real_045.wav,0.023293,0.976707
opus_24k,real,real_046.wav,0.001433,0.998567
opus_24k,real,real_047.wav,0.022973,0.977027
opus_24k,real,real_048.wav,0.001401,0.998599
opus_24k,real,real_049.wav,0.044247,0.955753
opus_24k,fake,fake_000.wav,0.030886,0.969114
opus_24k,fake,fake_001.wav,0.085435,0.914565
opus_24k,fake,fake_002.wav,0.094633,0.905367
opus_24k,fake,fake_003.wav,0.060314,0.939686
opus_24k,fake,fake_004.wav,0.073776,0.926224
opus_24k,fake,fake_005.wav,0.002095,0.997905
opus_24k,fake,fake_006.wav,0.028774,0.971226
opus_24k,fake,fake_007.wav,0.000978,0.999022
opus_24k,fake,fake_008.wav,0.000116,0.999884
opus_24k,fake,fake_009.wav,0.002058,0.997942
opus_24k,fake,fake_010.wav,0.015106,0.984894
opus_24k,fake,fake_011.wav,0.170029,0.829971
opus_24k,fake,fake_012.wav,0.70219,0.29781
opus_24k,fake,fake_013.wav,0.001238,0.998762
opus_24k,fake,fake_014.wav,0.001367,0.998633
opus_24k,fake,fake_015.wav,0.007554,0.992446
opus_24k,fake,fake_016.wav,0.015812,0.984188
opus_24k,fake,fake_017.wav,0.007223,0.992777
opus_24k,fake,fake_018.wav,0.000994,0.999006
opus_24k,fake,fake_019.wav,0.004729,0.995271
opus_24k,fake,fake_020.wav,0.012589,0.987411
opus_24k,fake,fake_021.wav,0.008664,0.991336
opus_24k,fake,fake_022.wav,0.00353,0.99647
opus_24k,fake,fake_023.wav,0.00775,0.99225
opus_24k,fake,fake_024.wav,0.397975,0.602025
opus_24k,fake,fake_025.wav,0.000852,0.999148
opus_24k,fake,fake_026.wav,1.6e-05,0.999984
opus_24k,fake,fake_027.wav,0.115911,0.884089
opus_24k,fake,fake_028.wav,0.00307,0.99693
opus_24k,fake,fake_029.wav,0.060605,0.939395
opus_24k,fake,fake_030.wav,0.02059,0.97941
opus_24k,fake,fake_031.wav,0.042947,0.957053
opus_24k,fake,fake_032.wav,0.050639,0.949361
opus_24k,fake,fake_033.wav,0.000719,0.999281
opus_24k,fake,fake_034.wav,0.000371,0.999629
opus_24k,fake,fake_035.wav,0.002746,0.997254
opus_24k,fake,fake_036.wav,0.011045,0.988955
opus_24k,fake,fake_037.wav,0.205947,0.794053
opus_24k,fake,fake_038.wav,6.2e-05,0.999938
opus_24k,fake,fake_039.wav,0.006113,0.993887
opus_24k,fake,fake_040.wav,0.000531,0.999469
opus_24k,fake,fake_041.wav,0.00956,0.99044
opus_24k,fake,fake_042.wav,0.128851,0.871149
opus_24k,fake,fake_043.wav,0.046466,0.953534
opus_24k,fake,fake_044.wav,0.004287,0.995713
opus_24k,fake,fake_045.wav,0.179802,0.820198
opus_24k,fake,fake_046.wav,0.006206,0.993794
opus_24k,fake,fake_047.wav,0.008962,0.991038
opus_24k,fake,fake_048.wav,0.506435,0.493565
opus_24k,fake,fake_049.wav,0.025313,0.974687
opus_12k,real,real_000.wav,0.002164,0.997836
opus_12k,real,real_001.wav,0.010885,0.989115
opus_12k,real,real_002.wav,0.000513,0.999487
opus_12k,real,real_003.wav,0.010637,0.989363
opus_12k,real,real_004.wav,0.012153,0.987847
opus_12k,real,real_005.wav,0.007902,0.992098
opus_12k,real,real_006.wav,0.006088,0.993912
opus_12k,real,real_007.wav,0.00259,0.99741
opus_12k,real,real_008.wav,0.024325,0.975675
opus_12k,real,real_009.wav,0.004639,0.995361
opus_12k,real,real_010.wav,0.00432,0.99568
opus_12k,real,real_011.wav,0.006432,0.993568
opus_12k,real,real_012.wav,0.313911,0.686089
opus_12k,real,real_013.wav,0.003872,0.996128
opus_12k,real,real_014.wav,0.000835,0.999165
opus_12k,real,real_015.wav,0.011553,0.988447
opus_12k,real,real_016.wav,0.007923,0.992077
opus_12k,real,real_017.wav,0.03429,0.96571
opus_12k,real,real_018.wav,0.000344,0.999656
opus_12k,real,real_019.wav,0.000683,0.999317
opus_12k,real,real_020.wav,0.003081,0.996919
opus_12k,real,real_021.wav,0.017677,0.982323
opus_12k,real,real_022.wav,0.001586,0.998414
opus_12k,real,real_023.wav,0.006929,0.993071
opus_12k,real,real_024.wav,0.000157,0.999843
opus_12k,real,real_025.wav,0.001409,0.998591
opus_12k,real,real_026.wav,0.024893,0.975107
opus_12k,real,real_027.wav,0.008609,0.991391
opus_12k,real,real_028.wav,0.000414,0.999586
opus_12k,real,real_029.wav,0.03862,0.96138
opus_12k,real,real_030.wav,0.003107,0.996893
opus_12k,real,real_031.wav,0.002109,0.997891
opus_12k,real,real_032.wav,0.001657,0.998343
opus_12k,real,real_033.wav,0.003201,0.996799
opus_12k,real,real_034.wav,0.001018,0.998982
opus_12k,real,real_035.wav,0.005381,0.994619
opus_12k,real,real_036.wav,0.004909,0.995091
opus_12k,real,real_037.wav,0.009718,0.990282
opus_12k,real,real_038.wav,0.005741,0.994259
opus_12k,real,real_039.wav,0.009017,0.990983
opus_12k,real,real_040.wav,0.013694,0.986306
opus_12k,real,real_041.wav,7.2e-05,0.999928
opus_12k,real,real_042.wav,0.010426,0.989574
opus_12k,real,real_043.wav,0.002434,0.997566
opus_12k,real,real_044.wav,0.002873,0.997127
opus_12k,real,real_045.wav,0.015418,0.984582
opus_12k,real,real_046.wav,0.009001,0.990999
opus_12k,real,real_047.wav,0.011661,0.988339
opus_12k,real,real_048.wav,0.003751,0.996249
opus_12k,real,real_049.wav,0.023316,0.976684
opus_12k,fake,fake_000.wav,0.063653,0.936347
opus_12k,fake,fake_001.wav,0.011147,0.988853
opus_12k,fake,fake_002.wav,0.150064,0.849936
opus_12k,fake,fake_003.wav,0.039351,0.960649
opus_12k,fake,fake_004.wav,0.208479,0.791521
opus_12k,fake,fake_005.wav,0.002652,0.997348
opus_12k,fake,fake_006.wav,0.001414,0.998586
opus_12k,fake,fake_007.wav,0.001324,0.998676
opus_12k,fake,fake_008.wav,0.00015,0.99985
opus_12k,fake,fake_009.wav,0.001134,0.998866
opus_12k,fake,fake_010.wav,0.002557,0.997443
opus_12k,fake,fake_011.wav,0.070296,0.929704
opus_12k,fake,fake_012.wav,0.701465,0.298535
opus_12k,fake,fake_013.wav,0.000564,0.999436
opus_12k,fake,fake_014.wav,0.000126,0.999874
opus_12k,fake,fake_015.wav,0.011733,0.988267
opus_12k,fake,fake_016.wav,0.02593,0.97407
opus_12k,fake,fake_017.wav,0.01881,0.98119
opus_12k,fake,fake_018.wav,0.000566,0.999434
opus_12k,fake,fake_019.wav,0.00032,0.99968
opus_12k,fake,fake_020.wav,0.001513,0.998487
opus_12k,fake,fake_021.wav,0.003867,0.996133
opus_12k,fake,fake_022.wav,0.001114,0.998886
opus_12k,fake,fake_023.wav,0.0021,0.9979
opus_12k,fake,fake_024.wav,0.018319,0.981681
opus_12k,fake,fake_025.wav,0.000283,0.999717
opus_12k,fake,fake_026.wav,1e-06,0.999999
opus_12k,fake,fake_027.wav,0.017591,0.982409
opus_12k,fake,fake_028.wav,0.00342,0.99658
opus_12k,fake,fake_029.wav,0.002805,0.997195
opus_12k,fake,fake_030.wav,0.001941,0.998059
opus_12k,fake,fake_031.wav,0.007646,0.992354
opus_12k,fake,fake_032.wav,0.007875,0.992125
opus_12k,fake,fake_033.wav,0.002096,0.997904
opus_12k,fake,fake_034.wav,0.000688,0.999312
opus_12k,fake,fake_035.wav,0.000322,0.999678
opus_12k,fake,fake_036.wav,0.001906,0.998094
opus_12k,fake,fake_037.wav,0.143795,0.856205
opus_12k,fake,fake_038.wav,0.000143,0.999857
opus_12k,fake,fake_039.wav,0.035441,0.964559
opus_12k,fake,fake_040.wav,0.000206,0.999794
opus_12k,fake,fake_041.wav,0.002442,0.997558
opus_12k,fake,fake_042.wav,0.060778,0.939222
opus_12k,fake,fake_043.wav,0.060128,0.939872
opus_12k,fake,fake_044.wav,0.004493,0.995507
opus_12k,fake,fake_045.wav,0.01619,0.98381
opus_12k,fake,fake_046.wav,0.004168,0.995832
opus_12k,fake,fake_047.wav,0.005728,0.994272
opus_12k,fake,fake_048.wav,0.421418,0.578582
opus_12k,fake,fake_049.wav,0.024727,0.975273
gain_minus12,real,real_000.wav,0.277045,0.722955
gain_minus12,real,real_001.wav,0.938378,0.061622
gain_minus12,real,real_002.wav,0.632428,0.367572
gain_minus12,real,real_003.wav,0.845495,0.154505
gain_minus12,real,real_004.wav,0.841872,0.158128
gain_minus12,real,real_005.wav,0.937472,0.062528
gain_minus12,real,real_006.wav,0.978421,0.021579
gain_minus12,real,real_007.wav,0.757934,0.242066
gain_minus12,real,real_008.wav,0.986926,0.013074
gain_minus12,real,real_009.wav,0.894738,0.105262
gain_minus12,real,real_010.wav,0.54807,0.45193
gain_minus12,real,real_011.wav,0.94718,0.05282
gain_minus12,real,real_012.wav,0.994237,0.005763
gain_minus12,real,real_013.wav,0.860057,0.139943
gain_minus12,real,real_014.wav,0.670633,0.329367
gain_minus12,real,real_015.wav,0.907113,0.092887
gain_minus12,real,real_016.wav,0.847324,0.152676
gain_minus12,real,real_017.wav,0.946061,0.053939
gain_minus12,real,real_018.wav,0.968635,0.031365
gain_minus12,real,real_019.wav,0.708675,0.291325
gain_minus12,real,real_020.wav,0.928214,0.071786
gain_minus12,real,real_021.wav,0.853613,0.146387
gain_minus12,real,real_022.wav,0.590863,0.409137
gain_minus12,real,real_023.wav,0.626947,0.373053
gain_minus12,real,real_024.wav,0.960641,0.039359
gain_minus12,real,real_025.wav,0.706776,0.293224
gain_minus12,real,real_026.wav,0.960262,0.039738
gain_minus12,real,real_027.wav,0.833868,0.166132
gain_minus12,real,real_028.wav,0.388628,0.611372
gain_minus12,real,real_029.wav,0.995945,0.004055
gain_minus12,real,real_030.wav,0.960436,0.039564
gain_minus12,real,real_031.wav,0.64193,0.35807
gain_minus12,real,real_032.wav,0.845236,0.154764
gain_minus12,real,real_033.wav,0.619596,0.380404
gain_minus12,real,real_034.wav,0.222722,0.777278
gain_minus12,real,real_035.wav,0.967207,0.032793
gain_minus12,real,real_036.wav,0.962999,0.037001
gain_minus12,real,real_037.wav,0.905456,0.094544
gain_minus12,real,real_038.wav,0.426557,0.573443
gain_minus12,real,real_039.wav,0.879152,0.120848
gain_minus12,real,real_040.wav,0.895754,0.104246
gain_minus12,real,real_041.wav,0.524799,0.475201
gain_minus12,real,real_042.wav,0.880673,0.119327
gain_minus12,real,real_043.wav,0.915215,0.084785
gain_minus12,real,real_044.wav,0.699231,0.300769
gain_minus12,real,real_045.wav,0.899116,0.100884
gain_minus12,real,real_046.wav,0.939014,0.060986
gain_minus12,real,real_047.wav,0.963304,0.036696
gain_minus12,real,real_048.wav,0.464622,0.535378
gain_minus12,real,real_049.wav,0.986769,0.013231
gain_minus12,fake,fake_000.wav,0.965886,0.034114
gain_minus12,fake,fake_001.wav,0.851787,0.148213
gain_minus12,fake,fake_002.wav,0.987978,0.012022
gain_minus12,fake,fake_003.wav,0.854666,0.145334
gain_minus12,fake,fake_004.wav,0.934489,0.065511
gain_minus12,fake,fake_005.wav,0.144297,0.855703
gain_minus12,fake,fake_006.wav,0.242223,0.757777
gain_minus12,fake,fake_007.wav,0.120085,0.879915
gain_minus12,fake,fake_008.wav,0.064643,0.935357
gain_minus12,fake,fake_009.wav,0.819206,0.180794
gain_minus12,fake,fake_010.wav,0.881513,0.118487
gain_minus12,fake,fake_011.wav,0.957909,0.042091
gain_minus12,fake,fake_012.wav,0.931702,0.068298
gain_minus12,fake,fake_013.wav,0.213857,0.786143
gain_minus12,fake,fake_014.wav,0.015935,0.984065
gain_minus12,fake,fake_015.wav,0.987823,0.012177
gain_minus12,fake,fake_016.wav,0.938962,0.061038
gain_minus12,fake,fake_017.wav,0.970776,0.029224
gain_minus12,fake,fake_018.wav,0.455423,0.544577
gain_minus12,fake,fake_019.wav,0.648215,0.351785
gain_minus12,fake,fake_020.wav,0.406753,0.593247
gain_minus12,fake,fake_021.wav,0.936979,0.063021
gain_minus12,fake,fake_022.wav,0.694527,0.305473
gain_minus12,fake,fake_023.wav,0.888735,0.111265
gain_minus12,fake,fake_024.wav,0.956335,0.043665
gain_minus12,fake,fake_025.wav,0.227631,0.772369
gain_minus12,fake,fake_026.wav,0.289272,0.710728
gain_minus12,fake,fake_027.wav,0.89546,0.10454
gain_minus12,fake,fake_028.wav,0.728808,0.271192
gain_minus12,fake,fake_029.wav,0.746029,0.253971
gain_minus12,fake,fake_030.wav,0.619878,0.380122
gain_minus12,fake,fake_031.wav,0.989521,0.010479
gain_minus12,fake,fake_032.wav,0.743074,0.256926
gain_minus12,fake,fake_033.wav,0.626483,0.373517
gain_minus12,fake,fake_034.wav,0.660566,0.339434
gain_minus12,fake,fake_035.wav,0.830247,0.169753
gain_minus12,fake,fake_036.wav,0.740766,0.259234
gain_minus12,fake,fake_037.wav,0.979825,0.020175
gain_minus12,fake,fake_038.wav,0.116041,0.883959
gain_minus12,fake,fake_039.wav,0.96821,0.03179
gain_minus12,fake,fake_040.wav,0.805605,0.194395
gain_minus12,fake,fake_041.wav,0.610654,0.389346
gain_minus12,fake,fake_042.wav,0.976876,0.023124
gain_minus12,fake,fake_043.wav,0.977961,0.022039
gain_minus12,fake,fake_044.wav,0.885003,0.114997
gain_minus12,fake,fake_045.wav,0.984665,0.015335
gain_minus12,fake,fake_046.wav,0.448147,0.551853
gain_minus12,fake,fake_047.wav,0.970714,0.029286
gain_minus12,fake,fake_048.wav,0.993302,0.006698
gain_minus12,fake,fake_049.wav,0.928817,0.071183
gain_plus6,real,real_000.wav,0.018087,0.981913
gain_plus6,real,real_001.wav,0.008022,0.991978
gain_plus6,real,real_002.wav,0.00309,0.99691
gain_plus6,real,real_003.wav,0.044125,0.955875
gain_plus6,real,real_004.wav,0.003721,0.996279
gain_plus6,real,real_005.wav,0.006732,0.993268
gain_plus6,real,real_006.wav,0.001575,0.998425
gain_plus6,real,real_007.wav,0.002174,0.997826
gain_plus6,real,real_008.wav,0.004944,0.995056
gain_plus6,real,real_009.wav,0.002553,0.997447
gain_plus6,real,real_010.wav,0.005048,0.994952
gain_plus6,real,real_011.wav,0.000754,0.999246
gain_plus6,real,real_012.wav,0.005435,0.994565
gain_plus6,real,real_013.wav,0.001415,0.998585
gain_plus6,real,real_014.wav,0.003393,0.996607
gain_plus6,real,real_015.wav,0.003855,0.996145
gain_plus6,real,real_016.wav,0.013541,0.986459
gain_plus6,real,real_017.wav,0.004973,0.995027
gain_plus6,real,real_018.wav,0.000465,0.999535
gain_plus6,real,real_019.wav,0.001166,0.998834
gain_plus6,real,real_020.wav,0.003365,0.996635
gain_plus6,real,real_021.wav,0.007641,0.992359
gain_plus6,real,real_022.wav,0.000892,0.999108
gain_plus6,real,real_023.wav,0.027923,0.972077
gain_plus6,real,real_024.wav,0.001073,0.998927
gain_plus6,real,real_025.wav,0.000339,0.999661
gain_plus6,real,real_026.wav,0.007039,0.992961
gain_plus6,real,real_027.wav,0.014908,0.985092
gain_plus6,real,real_028.wav,0.000708,0.999292
gain_plus6,real,real_029.wav,0.000952,0.999048
gain_plus6,real,real_030.wav,0.004697,0.995303
gain_plus6,real,real_031.wav,0.003789,0.996211
gain_plus6,real,real_032.wav,0.003081,0.996919
gain_plus6,real,real_033.wav,0.002159,0.997841
gain_plus6,real,real_034.wav,0.005092,0.994908
gain_plus6,real,real_035.wav,0.003415,0.996585
gain_plus6,real,real_036.wav,0.003094,0.996906
gain_plus6,real,real_037.wav,0.00075,0.99925
gain_plus6,real,real_038.wav,0.003248,0.996752
gain_plus6,real,real_039.wav,0.007617,0.992383
gain_plus6,real,real_040.wav,0.004561,0.995439
gain_plus6,real,real_041.wav,0.000597,0.999403
gain_plus6,real,real_042.wav,0.002764,0.997236
gain_plus6,real,real_043.wav,0.00413,0.99587
gain_plus6,real,real_044.wav,0.000707,0.999293
gain_plus6,real,real_045.wav,0.008682,0.991318
gain_plus6,real,real_046.wav,0.000435,0.999565
gain_plus6,real,real_047.wav,0.001716,0.998284
gain_plus6,real,real_048.wav,0.001664,0.998336
gain_plus6,real,real_049.wav,0.00572,0.99428
gain_plus6,fake,fake_000.wav,0.09718,0.90282
gain_plus6,fake,fake_001.wav,0.735777,0.264223
gain_plus6,fake,fake_002.wav,0.071834,0.928166
gain_plus6,fake,fake_003.wav,0.102302,0.897698
gain_plus6,fake,fake_004.wav,0.234319,0.765681
gain_plus6,fake,fake_005.wav,0.000429,0.999571
gain_plus6,fake,fake_006.wav,0.004969,0.995031
gain_plus6,fake,fake_007.wav,0.000185,0.999815
gain_plus6,fake,fake_008.wav,0.000505,0.999495
gain_plus6,fake,fake_009.wav,0.000359,0.999641
gain_plus6,fake,fake_010.wav,0.184239,0.815761
gain_plus6,fake,fake_011.wav,0.392959,0.607041
gain_plus6,fake,fake_012.wav,0.288023,0.711977
gain_plus6,fake,fake_013.wav,0.003526,0.996474
gain_plus6,fake,fake_014.wav,0.002074,0.997926
gain_plus6,fake,fake_015.wav,0.000682,0.999318
gain_plus6,fake,fake_016.wav,0.002237,0.997763
gain_plus6,fake,fake_017.wav,0.000379,0.999621
gain_plus6,fake,fake_018.wav,0.001359,0.998641
gain_plus6,fake,fake_019.wav,0.001844,0.998156
gain_plus6,fake,fake_020.wav,0.02006,0.97994
gain_plus6,fake,fake_021.wav,0.018416,0.981584
gain_plus6,fake,fake_022.wav,0.010199,0.989801
gain_plus6,fake,fake_023.wav,0.024065,0.975935
gain_plus6,fake,fake_024.wav,0.018317,0.981683
gain_plus6,fake,fake_025.wav,0.000256,0.999744
gain_plus6,fake,fake_026.wav,1.5e-05,0.999985
gain_plus6,fake,fake_027.wav,0.204019,0.795981
gain_plus6,fake,fake_028.wav,0.002691,0.997309
gain_plus6,fake,fake_029.wav,0.039873,0.960127
gain_plus6,fake,fake_030.wav,0.012766,0.987234
gain_plus6,fake,fake_031.wav,0.000467,0.999533
gain_plus6,fake,fake_032.wav,0.009214,0.990786
gain_plus6,fake,fake_033.wav,0.000352,0.999648
gain_plus6,fake,fake_034.wav,0.001506,0.998494
gain_plus6,fake,fake_035.wav,0.00226,0.99774
gain_plus6,fake,fake_036.wav,0.001484,0.998516
gain_plus6,fake,fake_037.wav,0.032082,0.967918
gain_plus6,fake,fake_038.wav,9.2e-05,0.999908
gain_plus6,fake,fake_039.wav,0.001314,0.998686
gain_plus6,fake,fake_040.wav,0.000158,0.999842
gain_plus6,fake,fake_041.wav,0.004304,0.995696
gain_plus6,fake,fake_042.wav,0.192237,0.807763
gain_plus6,fake,fake_043.wav,0.016148,0.983852
gain_plus6,fake,fake_044.wav,0.188393,0.811607
gain_plus6,fake,fake_045.wav,0.777142,0.222858
gain_plus6,fake,fake_046.wav,0.002132,0.997868
gain_plus6,fake,fake_047.wav,0.001324,0.998676
gain_plus6,fake,fake_048.wav,0.745031,0.254969
gain_plus6,fake,fake_049.wav,0.055974,0.944026
headset_sim,real,real_000.wav,0.029082,0.970918
headset_sim,real,real_001.wav,0.009909,0.990091
headset_sim,real,real_002.wav,0.001936,0.998064
headset_sim,real,real_003.wav,0.087401,0.912599
headset_sim,real,real_004.wav,0.017191,0.982809
headset_sim,real,real_005.wav,0.060428,0.939572
headset_sim,real,real_006.wav,0.044523,0.955477
headset_sim,real,real_007.wav,0.015176,0.984824
headset_sim,real,real_008.wav,0.01677,0.98323
headset_sim,real,real_009.wav,0.023036,0.976964
headset_sim,real,real_010.wav,0.003402,0.996598
headset_sim,real,real_011.wav,0.000845,0.999155
headset_sim,real,real_012.wav,0.261631,0.738369
headset_sim,real,real_013.wav,0.002971,0.997029
headset_sim,real,real_014.wav,0.001503,0.998497
headset_sim,real,real_015.wav,0.011309,0.988691
headset_sim,real,real_016.wav,0.013767,0.986233
headset_sim,real,real_017.wav,0.01069,0.98931
headset_sim,real,real_018.wav,0.000679,0.999321
headset_sim,real,real_019.wav,0.001972,0.998028
headset_sim,real,real_020.wav,0.002693,0.997307
headset_sim,real,real_021.wav,0.019033,0.980967
headset_sim,real,real_022.wav,0.002075,0.997925
headset_sim,real,real_023.wav,0.041373,0.958627
headset_sim,real,real_024.wav,0.001071,0.998929
headset_sim,real,real_025.wav,0.001038,0.998962
headset_sim,real,real_026.wav,0.076997,0.923003
headset_sim,real,real_027.wav,0.020117,0.979883
headset_sim,real,real_028.wav,0.00069,0.99931
headset_sim,real,real_029.wav,0.113314,0.886686
headset_sim,real,real_030.wav,0.025875,0.974125
headset_sim,real,real_031.wav,0.003357,0.996643
headset_sim,real,real_032.wav,0.004611,0.995389
headset_sim,real,real_033.wav,0.005272,0.994728
headset_sim,real,real_034.wav,0.003459,0.996541
headset_sim,real,real_035.wav,0.002999,0.997001
headset_sim,real,real_036.wav,0.024295,0.975705
headset_sim,real,real_037.wav,0.003325,0.996675
headset_sim,real,real_038.wav,0.011626,0.988374
headset_sim,real,real_039.wav,0.014569,0.985431
headset_sim,real,real_040.wav,0.032801,0.967199
headset_sim,real,real_041.wav,0.000344,0.999656
headset_sim,real,real_042.wav,0.004678,0.995322
headset_sim,real,real_043.wav,0.005253,0.994747
headset_sim,real,real_044.wav,0.016716,0.983284
headset_sim,real,real_045.wav,0.009542,0.990458
